Rank,Artist,Album,Date,Genres,RYM Rating,Ratings,RYM Ratings,Reviews
95,Them,"The ""Angry"" Young Them!",11-Jun-65,British Rhythm & Blues,3.66,1196,,47
96,Roger Miller,The Return of Roger Miller,Jan-65,Country Pop,3.69,107,,1
97,Ravi Shankar,Sound of the Sitar,1965,Hindustani Classical Music,3.71,190,,4
98,Lightnin' Hopkins,Soul Blues,1965,Acoustic Texas Blues,3.74,NA,NA,NA
99,Johnny Cash,Orange Blossom Special,Feb-65,Country,3.67,815,,13
100,Bo Diddley,500% More Man,1965,"Rhythm & Blues, Rock & Roll",3.83,49,,3
101,J.J. Johnson,Proof Positive,Jan-65,"Jazz, Standards",3.82,48,,1
102,The Who,My Generation,3-Dec-65,"Mod, Beat Music",3.61,7055,,184
103,Μάνος Χατζιδάκις [Manos Hadjidakis],Το χαμόγελο της Τζοκόντας,1965,Entechna,3.69,266,,6
104,The Lucky Thompson Quartet,Lucky Strikes,1965,Bebop,3.79,63,,2
105,John Barry,Thunderball,1965,"Film Score, Cinematic Classical",3.7,177,,3
106,Paul Simon,The Paul Simon Songbook,Aug-65,"Contemporary Folk, Singer/Songwriter",3.67,783,,25
107,Dave Brubeck Quartet,Angel Eyes,1965,"Cool Jazz, Jazz",3.79,65,,1
108,Albert Ayler Quartet,Ghosts,1965,Free Jazz,3.64,690,,7
109,Chet Baker,Baby Breeze,Jan-65,"Cool Jazz, Jazz",3.72,128,,2
110,Cleveland Orchestra / George Szell,The Slavonic Dances,1965,"Romanticism, Orchestral",3.74,92,,3
111,Eddie Harris,The In Sound,30-Nov-65,"Hard Bop, Jazz",3.78,59,,3
112,João do Vale,O poeta do povo,1965,"Baião, Samba",3.73,110,,7
113,Léo Ferré,1916 - 19..,Feb-65,Chanson,3.88,NA,NA,NA
114,Archie Shepp,Fire Music,Aug-65,Avant-Garde Jazz,3.66,814,,9
115,Jackie McLean,It's Time!,Jul-65,Post-Bop,3.69,198,,5
116,S. Balachander / SivaramanSundaram BalachanderUmayalpuram K. Sivaram,The Music of India,1965,Carnatic Classical Music,3.76,NA,NA,NA
117,The Modern Jazz Quartet,Plays George Gershwin's Porgy and Bess,1965,Jazz,3.78,52,,1
118,Jr. Walker & the All Stars,Shotgun,May-65,"Soul, Rhythm & Blues",3.69,211,,4
119,The Sergio Mendes Trio,Brasil '65,1965,Bossa nova,3.75,73,,1
120,Sun Ra and His Myth Science Arkestra,Angels and Demons at Play,1965,"Avant-Garde Jazz, Third Stream",3.64,805,,12
1,The Beatles,Revolver,5-Aug-66,"Pop Rock, Psychedelic Pop",4.23,41578,,1232
2,The Beach Boys,Pet Sounds,16-May-66,Baroque Pop,4.18,35043,,893
3,Bob Dylan,Blonde on Blonde,20-Jun-66,"Folk Rock, Singer/Songwriter",4.16,21598,,452
4,Ennio Morricone,"Il buono, il brutto, il cattivo",23-Dec-66,"Film Score, Spaghetti Western",4.11,4959,,81
5,John Coltrane,Ascension [Edition I],Feb-66,"Free Jazz, Spiritual Jazz",3.98,6802,,115
6,Komeda Quintet,Astigmatic,Dec-66,"Avant-Garde Jazz, Post-Bop",3.95,3716,,38
7,John Coltrane,Ascension [Edition II],1966,"Free Jazz, Spiritual Jazz",3.93,490,,2
8,John Coltrane,Meditations,Aug-66,"Free Jazz, Spiritual Jazz",3.9,3876,,62
9,Nina Simone,Wild Is the Wind,Jun-66,"Vocal Jazz, Soul",3.92,2857,,36
10,Baden Powell & Vinicius de Moraes,Os afro-sambas de Baden e Vinícius,Feb-66,Samba,3.93,1639,,16
11,Vienna Philharmonic / Solti / Nilsson / Hotter / Crespin / King / LudwigWiener PhilharmonikerGeorg SoltiBirgit NilssonHans HotterRégine CrespinJames KingChrista Ludwig,Die Walküre,1966,"Romanticism, Opera",3.95,117,,1
12,Wayne Shorter,Speak No Evil,Apr-66,Post-Bop,3.9,4117,,67
13,Lee Morgan,Search for the New Land,Jul-66,Post-Bop,3.92,1559,,26
14,Herbie Hancock,Maiden Voyage,Feb-66,Modal Jazz,3.88,4431,,52
15,Jacques Brel,Jacques Brel [Ces gens-là],23-Jun-66,Chanson à texte,3.9,1746,,19
16,The Mothers of Invention,Freak Out!,27-Jun-66,"Experimental Rock, Satire, Psychedelic Rock",3.81,11481,,285
17,Ennio Morricone,Per un pugno di dollari,1966,"Film Score, Spaghetti Western",3.89,1064,,7
18,Radio-Symphonie-Orchester Berlin / Ferenc Fricsay / Géza AndaDeutsches Symphonie-Orchester BerlinFerenc FricsayGéza Anda,Klavierkonzert Nr. 2 und 3,1966,"Modern Classical, Concerto",4.2,22,,1
19,Joe Henderson,Mode for Joe,Sep-66,"Hard Bop, Post-Bop",3.87,776,,10
20,Rome Opera Chorus and Orchestra / Francesco Molinari-Pradelli / Birgit Nilsson / Franco Corelli / Renata ScottoIl Coro del Teatro dell'Opera di RomaOrchestra del Teatro dell'Opera di RomaFrancesco Molinari-PradelliBirgit NilssonFranco CorelliRenata Scotto,Turandot,1966,"Opera, Romanticism",4.17,24,,1
21,Art Blakey & The Jazz Messengers,Indestructible,Sep-66,Hard Bop,3.86,806,,14
22,Simon and Garfunkel,"Parsley, Sage, Rosemary and Thyme",10-Oct-66,"Folk Pop, Folk Rock",3.81,5517,,118
23,Radio-Symphonie-Orchester Berlin / Ferenc Fricsay / Géza AndaDeutsches Symphonie-Orchester BerlinFerenc FricsayGéza Anda,Klavierkonzert Nr. 1; Rhapsodie Op. 1,1966,Modern Classical,4.16,26,,1
24,Otis Redding,Complete & Unbelievable: The Otis Redding Dictionary of Soul,15-Oct-66,"Southern Soul, Deep Soul",3.84,1966,,36
25,Cleveland Orchestra / George Szell / Judith Raskin,Symphony No. 4 in G,1966,"Symphony, Romanticism",3.89,119,,3
26,Orchestre symphonique de la Radio de Berlin / George Szell / Elisabeth SchwarzkopfDeutsches Symphonie-Orchester BerlinGeorge SzellElisabeth Schwarzkopf,Vier letzte Lieder; Muttertändelei; Waldseligkeit; Zueignung; Freundliche Vision; Die heiligen drei Könige,1966,"Lieder, Romanticism, Orchestral",3.84,288,,4
27,John Lee Hooker,It Serve You Right to Suffer,1966,Electric Blues,3.82,1313,,20
28,Berlin Philharmonic Orchestra / Herbert von KarajanBerliner PhilharmonikerHerbert von Karajan,Bolero / Pictures at an Exhibition,1966,"Romanticism, Orchestral",3.87,160,,2
29,The Kinks,Face to Face,28-Oct-66,"Pop Rock, Mod",3.79,5695,,155
30,Violeta Parra,Las últimas composiciones de Violeta Parra,Nov-66,"Nueva canción latinoamericana, Singer/Songwriter, Indigenous Andean Music",3.82,892,,16
31,Jackie McLean,Right Now!,Sep-66,Post-Bop,3.84,383,,4
32,Joe Henderson,Inner Urge,Apr-66,Hard Bop,3.82,816,,11
33,The Butterfield Blues Band,East-West,Aug-66,Blues Rock,3.8,1450,,55
34,Mississippi John Hurt,Today!,Oct-66,"Piedmont Blues, Country Blues",3.82,662,,12
35,Simon & Garfunkel,Sounds of Silence,17-Jan-66,"Folk Pop, Folk Rock",3.76,6715,,114
36,The Horace Silver Quintet Plus J. J. Johnson,The Cape Verdean Blues,Jan-66,Hard Bop,3.82,605,,10
37,Quartetto Italiano,String Quartet in G minor / String Quartet in F major,1966,"Chamber Music, Impressionism",3.88,86,,2
38,Don Rendell Ian Carr 5tet,Dusk Fire,1966,Modal Jazz,3.88,91,,1
39,The Rolling Stones,Aftermath,15-Apr-66,"Blues Rock, Rock",3.72,8694,,218
40,Larry Young,Unity,Aug-66,Post-Bop,3.78,1114,,30
41,John Lee Hooker,The Real Folk Blues,Oct-66,Electric Blues,3.8,316,,4
42,The Byrds,Fifth Dimension,18-Jul-66,"Folk Rock, Psychedelic Rock",3.74,4446,,141
43,Baden Powell,Tristeza on Guitar,1966,Samba-choro,3.79,576,,4
44,"Ennio Morricone, Bruno Nicolai & Christy",La resa dei conti,1966,"Film Score, Spaghetti Western",3.84,123,,2
45,Otis Redding,The Soul Album,1-Apr-66,"Southern Soul, Deep Soul",3.77,1210,,13
46,Big Mama Thornton,In Europe,1966,Electric Blues,3.78,278,,8
47,New Philharmonia Orchestra / Otto Klemperer / Elisabeth Söderström / Marga Höffgen / Waldemar Kmentt / Martti Talvela,Missa solemnis,1966,"Classical Period, Choral, Christian Liturgical Music",3.76,137,,3
48,Monks,Black Monk Time,Mar-66,"Garage Rock, Proto-Punk",3.71,5097,,141
49,John Mayall With Eric ClaptonJohn MayallEric ClaptonJohn Mayall's Bluesbreakers,Blues Breakers,22-Jul-66,"Blues Rock, British Blues",3.71,3330,,103
50,Cecil Taylor,Unit Structures,Oct-66,Free Jazz,3.71,2480,,48
51,Skip James,Today!,Oct-66,Delta Blues,3.75,603,,12
52,Ray Charles,Crying Time,Mar-66,"Rhythm & Blues, Soul",3.79,148,,4
53,Sonny Rollins,Alfie,Oct-66,"Hard Bop, Film Score",3.77,240,,5
54,Wilson Pickett,The Exciting Wilson Pickett,1-Aug-66,"Southern Soul, Deep Soul",3.74,919,,11
55,Wayne Shorter,The All Seeing Eye,Oct-66,Avant-Garde Jazz,3.73,885,,22
56,Doc Watson,Southbound,Jul-66,"Contemporary Folk, Appalachian Folk Music",3.75,439,,9
57,Jerry Goldsmith,The Sand Pebbles,1966,Film Score,4.01,NA,NA,NA
58,Hank Mobley,Dippin',Aug-66,"Hard Bop, Soul Jazz",3.75,296,,4
59,Jerry Goldsmith,The Blue Max,1966,Film Score,3.91,39,,2
60,Georges Brassens,IX [Supplique pour être enterré à la plage de Sète],Oct-66,Chanson à texte,3.75,186,,4
61,Dietrich Fischer-Dieskau / Jörg Demus,Winterreise; 6 Lieder,1966,"Lieder, Romanticism",3.77,90,,1
62,Bobby Hutcherson,Components,Sep-66,Post-Bop,3.73,517,,12
63,Johnny Paycheck,The Lovin' Machine,Jul-66,Honky Tonk,3.8,70,,2
64,Piotr Szczepanik,Piotr Szczepanik śpiewa,1966,Traditional Pop,3.88,45,,1
65,Sun Ra,The Lady With the Golden Stockings,1966,"Avant-Garde Jazz, Hard Bop",3.72,623,,11
66,Anthony Williams,Spring,Feb-66,Avant-Garde Jazz,3.74,334,,7
67,Bill Evans & Jim Hall,Intermodulation,Sep-66,"Modal Jazz, Post-Bop",3.74,386,,5
68,Love,Da Capo,Nov-66,"Psychedelic Rock, Psychedelic Pop",3.68,4521,,154
69,Sun Ra & His Solar Arkestra,The Magic City,1966,Free Jazz,3.69,1530,,32
70,Orchestre du Domaine Musical / Pierre Boulez,Et exspecto resurrectionem mortuorum; Couleurs de la cité céleste,1966,"Modern Classical, Orchestral",3.95,NA,NA,NA
71,Berliner Philharmoniker / Rafael Kubelík,Symphonie Nr.8 (4),1966,"Romanticism, Symphony",3.83,NA,NA,NA
72,Various Artists,How the Grinch Stole Christmas,Dec-66,"Christmas Music, Children's Music, Spoken Word, Television Music, Radio Drama",3.7,181,,2
73,London Symphony / Benjamin Britten / Alfred Deller / Elizabeth Harwood / Peter Pears / Thomas Hemsley / Josephine Veasey / Heather Harper / Stephen Terry / John Shirley-Quirk / Helen Watts / Owen Brannigan / Norman Lumsden / Kenneth MacDonald / David Kelly / Robert Tear / Keith RaggettLondon Symphony OrchestraBenjamin BrittenAlfred DellerElizabeth HarwoodPeter PearsThomas HemsleyJosephine VeaseyHeather HarperStephen TerryJohn Shirley-QuirkHelen WattsOwen BranniganNorman LumsdenKenneth MacDonaldDavid KellyRobert TearKeith Raggett,A Midsummer Night's Dream,1966,"Opera, Modern Classical",3.9,28,,1
74,The New Lee Dorsey,Working in the Coal Mine - Holy Cow,Nov-66,New Orleans R&B,3.77,120,,4
75,Don Cherry,Complete Communion,May-66,Avant-Garde Jazz,3.7,867,,7
76,Andrew Hill,Smoke Stack,Aug-66,Post-Bop,3.7,464,,13
77,Cleveland Orchestra / George Szell / Gary Graffman,Piano Concertos Nos.1 and 3; Piano Sonata No.3,Nov-66,"Modern Classical, Concerto",4.05,21,,1
78,Bert Jansch,Jack Orion,Sep-66,"English Folk Music, Folk Baroque, Contemporary Folk",3.7,943,,22
79,Lee Hazlewood,The Very Special World of Lee Hazlewood: Lee Hazlewood Singing His Own Compositions,1966,"Country Pop, Baroque Pop",3.71,407,,10
80,Jacques Brel,Jacques Brel [Les bonbons],1966,"Chanson à texte, Chanson",3.78,90,,2
81,Various Artists,Cabaret [Original Broadway Cast],1966,"Show Tunes, Cabaret",3.87,43,,4
82,Gordon Lightfoot,Lightfoot!,Mar-66,"Contemporary Folk, Singer/Songwriter",3.71,361,,10
83,London Symphony / Georg Solti / Heather Harper / Helen Watts,"Symphony No. 2 ""Resurrection""",1966,Symphony,3.89,NA,NA,NA
84,Chico Hamilton,El Chico,Feb-66,Cool Jazz,3.74,102,,2
85,Dexter Gordon,Gettin' Around,Aug-66,"Hard Bop, Cool Jazz",3.72,258,,6
86,Zbigniew Namysłowski Quartet,Zbigniew Namysłowski Quartet,1966,Post-Bop,3.72,205,,2
87,Duke Pearson,"""Wahoo!""",Feb-66,Hard Bop,3.73,195,,1
88,The 13th Floor Elevators,The Psychedelic Sounds of The 13th Floor Elevators,17-Oct-66,"Psychedelic Rock, Garage Rock, Acid Rock",3.62,7092,,190
89,Fred McDowell,Vol. 2,1966,Hill Country Blues,3.91,34,,1
90,Donovan,Sunshine Superman,26-Aug-66,"Psychedelic Folk, Singer/Songwriter, Psychedelic Pop",3.65,3415,,89
91,Μίκης Θεοδωράκης & Μαρία Φαραντούρη [Mikis Theodorakis & Maria Farantouri],The Ballad of Mauthausen / Six Songs,1966,"Contemporary Folk, Entechna",3.84,42,,1
92,Yusef Lateef,Psychicemotus,Feb-66,Post-Bop,3.7,389,,10
93,Roscoe Mitchell Sextet,Sound,1966,Free Jazz,3.66,757,,7
94,Lee Morgan,The Rumproller,Jan-66,Hard Bop,3.7,306,,8
95,Sun Ra and His Myth Science Arkestra,Rocket Number Nine,1966,Post-Bop,3.71,215,,8
96,The Supremes,The Supremes A' Go-Go,25-Aug-66,"Girl Group, Motown Sound, Pop Soul",3.69,573,,13
97,Mal Waldron,All Alone,1966,"Jazz, Post-Bop",3.77,79,,1
98,Donald Byrd,Free Form,Oct-66,Modal Jazz,3.7,302,,7
99,George Jones,Trouble in Mind,26-Jan-66,"Honky Tonk, Country",3.82,49,,1
100,Michel Polnareff,Michel Polnareff,Nov-66,"Chanson, French Pop, Folk Rock",3.66,460,,13
101,Patty Waters,Patty Waters Sings,Feb-66,"Vocal Jazz, Avant-Garde Jazz",3.64,1695,,37
102,The Bobby Fuller Four,I Fought the Law,Feb-66,Rock & Roll,3.7,194,,4
103,The Seeds,A Web of Sound,Oct-66,"Psychedelic Rock, Garage Rock",3.66,992,,31
104,The Sonics,Boom,Feb-66,Garage Rock,3.66,1352,,25
105,Milton Banana Trio,Balançando,1966,"Bossa nova, Samba-Jazz",3.77,77,,1
106,Ali Akbar Khan,Morning & Evening Ragas,1966,Hindustani Classical Music,3.69,346,,5
107,Ella Fitzgerald & Duke Ellington,Ella at Duke's Place,1966,"Vocal Jazz, Big Band",3.71,96,,1
108,Sam & Dave,"Hold On, I'm Comin'",1-Apr-66,Southern Soul,3.68,366,,10
109,Booker Ervin,Setting the Pace,Dec-66,Hard Bop,3.77,NA,NA,NA
110,Jacques Dutronc,"Jacques Dutronc (Et moi, et moi, et moi)",1966,French Pop,3.65,571,,10
111,The Seeds,The Seeds,Apr-66,"Garage Rock, Psychedelic Rock",3.64,1628,,46
112,Sonny Simmons,Staying on the Watch,1966,"Free Jazz, Avant-Garde Jazz",3.7,160,,3
113,Tim Hardin,Tim Hardin 1,Jul-66,"Singer/Songwriter, Contemporary Folk",3.64,803,,20
114,The Troggs,From Nowhere,25-Jul-66,Garage Rock,3.64,791,,27
115,The Blues Project,Projections,Nov-66,"Blues Rock, Psychedelic Rock",3.64,533,,32
116,Junior Wells,"It's My Life, Baby!",Dec-66,Blues,3.73,103,,7
117,Them,Them Again,21-Jan-66,British Rhythm & Blues,3.66,540,,9
118,Big John Patton,Got a Good Thing Goin',Aug-66,Soul Jazz,3.73,83,,3
119,John Fahey,Guitar Vol. 4: The Great San Bernardino Birthday Party and Other Excursions,1966,American Primitivism,3.65,854,,6
120,The Remains,The Remains,26-Sep-66,Garage Rock,3.65,525,,15
1,The Velvet Underground & Nico,The Velvet Underground & Nico,12-Mar-67,"Art Rock, Experimental Rock",4.23,44093,,931
2,The Beatles,Sgt. Pepper's Lonely Hearts Club Band,1-Jun-67,"Psychedelic Pop, Pop Rock",4.13,42137,,848
3,The Doors,The Doors,4-Jan-67,Psychedelic Rock,4.1,29804,,559
4,The Jimi Hendrix Experience,Are You Experienced,12-May-67,"Blues Rock, Psychedelic Rock, Acid Rock",4.12,22570,,505
5,Leonard Cohen,Songs of Leonard Cohen,27-Dec-67,"Contemporary Folk, Singer/Songwriter",4.14,16618,,290
6,The Beatles,Magical Mystery Tour,27-Nov-67,"Psychedelic Pop, Pop Rock",4.06,26368,,557
7,Love,Forever Changes,Nov-67,"Psychedelic Pop, Psychedelic Rock, Psychedelic Folk",4.02,17854,,530
8,The Jimi Hendrix Experience,Axis: Bold as Love,1-Dec-67,"Psychedelic Rock, Blues Rock",3.97,14726,,311
9,The Doors,Strange Days,25-Sep-67,Psychedelic Rock,3.94,15734,,277
10,Pink Floyd,The Piper at the Gates of Dawn,4-Aug-67,"Psychedelic Rock, Psychedelic Pop",3.86,27628,,686
11,Artur Rubinstein,The Nocturnes,1967,Romanticism,4.02,2027,,18
12,Captain Beefheart and His Magic Band,Safe as Milk,Sep-67,"Blues Rock, Psychedelic Rock",3.9,11759,,249
13,The Kinks,Something Else by The Kinks,15-Sep-67,"Pop Rock, Baroque Pop",3.91,7405,,199
14,Duke Ellington,Duke Ellington's Far East Suite,Jun-67,Big Band,3.94,2828,,47
15,Aretha Franklin,I Never Loved a Man the Way I Love You,10-Mar-67,"Deep Soul, Southern Soul",3.91,4719,,93
16,BBC Symphony Orchestra / Colin Davis / John Alldis Choir / Helen Donath / Yvonne Minton / Ryland Davies / Gerd Nienstedt,Requiem,1967,"Classical Period, Choral, Christian Liturgical Music",3.95,440,,5
17,The Cannonball Adderley Quintet,"Mercy, Mercy, Mercy!",Feb-67,"Hard Bop, Soul Jazz",3.94,1083,,30
18,Columbia Symphony Orchestra / Vladimir Golschmann / Glenn Gould,Drei Konzerte: Nr. 3 D-Dur BWV 1054; Nr. 5 f-Moll BWV 1056; Nr. 7 g-Moll BWV 1058,1967,Baroque Music,4.02,57,,3
19,McCoy Tyner,The Real McCoy,Oct-67,Post-Bop,3.89,2411,,35
20,Thelonious Monk,"Straight, No Chaser",20-Mar-67,Post-Bop,3.89,1738,,23
21,Miles Davis Quintet,Miles Smiles,16-Feb-67,"Modal Jazz, Post-Bop",3.86,4168,,74
22,Berliner Philharmoniker / Claudio Abbado / Martha Argerich,Klavierkonzert Nr. 3 C-dur / Klavierkonzert G-dur,1967,"Modern Classical, Concerto",3.89,512,,5
23,Pedro Iturralde,¡Jazz Flamenco!,1967,Flamenco Jazz,3.94,154,,2
24,New Yorker Philharmoniker / Leonard BernsteinNew York PhilharmonicLeonard Bernstein,Eroica,1967,"Symphony, Classical Period",4.11,NA,NA,NA
25,Jefferson Airplane,Surrealistic Pillow,Feb-67,Psychedelic Rock,3.8,10168,,212
26,Nina Simone,Nina Simone Sings the Blues,20-Mar-67,"Soul Blues, Blues",3.86,1983,,23
27,New Philharmonia Orchestra / Philharmonia Orchestra / Otto Klemperer / Christa Ludwig / Fritz Wunderlich,Das Lied von der Erde,1967,"Romanticism, Symphony",3.85,399,,3
28,The Moody Blues With The London Festival Orchestra,Days of Future Passed,Dec-67,"Baroque Pop, Art Rock, Symphonic Prog, Progressive Pop",3.81,6721,,190
29,The Byrds,Younger Than Yesterday,6-Feb-67,"Folk Rock, Psychedelic Pop, Pop Rock",3.82,5067,,153
30,Michel Legrand,Les demoiselles de Rochefort,1967,"Film Score, Big Band, Chanson, Film Soundtrack, Show Tunes",3.86,227,,8
31,Ewa Demarczyk,Ewa Demarczyk śpiewa piosenki Zygmunta Koniecznego,24-Feb-67,Poezja śpiewana,3.85,1499,,23
32,Léo Ferré,Léo Ferré chante Baudelaire [Vol.1 & 2],1967,"Chanson, Chanson à texte",3.95,79,,3
33,Wayne Shorter,Adam's Apple,Nov-67,Post-Bop,3.86,1208,,21
34,James Carr,You Got My Mind Messed Up,Mar-67,"Deep Soul, Southern Soul",3.84,2169,,52
35,John Fahey,Volume 6: Days Have Gone By,Jul-67,American Primitivism,3.84,1976,,25
36,Andrew Hill,Compulsion,Mar-67,"Free Jazz, Post-Bop, Avant-Garde Jazz",3.84,1208,,20
37,John Barry,You Only Live Twice,Jul-67,"Film Score, Cinematic Classical",3.87,221,,5
38,Berliner Philharmoniker / Herbert von Karajan,Die Walküre,1-Mar-67,"Romanticism, Opera",3.96,50,,1
39,Cream,Disraeli Gears,10-Nov-67,"Blues Rock, Psychedelic Rock",3.76,11013,,281
40,Bob Dylan,John Wesley Harding,27-Dec-67,"Folk Rock, Singer/Songwriter, Contemporary Folk",3.78,8492,,205
41,Aldo Ciccolini,"Piano Music of Erik Satie, Vol.1",1967,Impressionism,3.89,116,,2
42,The Bill Dixon Orchestra,Intents and Purposes: The Jazz Artistry of Bill Dixon,1967,"Third Stream, Free Jazz",3.82,828,,7
43,Martha Argerich,Frédéric Chopin,1967,Romanticism,3.95,NA,NA,NA
44,Fred McDowell,Long Way From Home,1967,Hill Country Blues,3.96,59,,2
45,Sam Rivers,Contours,Feb-67,"Post-Bop, Avant-Garde Jazz",3.8,1186,,18
46,Philip Cohran and the Artistic Heritage Ensemble,On the Beach,1967,Spiritual Jazz,3.8,902,,15
47,Albert King,Born Under a Bad Sign,10-Jul-67,"Electric Blues, Soul Blues",3.79,1928,,39
48,Tim Buckley,Goodbye and Hello,Aug-67,"Singer/Songwriter, Folk Rock, Psychedelic Folk",3.75,5069,,94
49,Chico Hamilton introducing Larry Coryell,The Dealer,Jan-67,Post-Bop,3.8,716,,16
50,Columbia Symphony Orchestra / Igor Stravinsky,Stravinsky Conducts Firebird Suite / Petrushka Suite,17-Jul-67,"Modern Classical, Orchestral",3.99,NA,NA,NA
51,The Left Banke,Walk Away Renée / Pretty Ballerina,Feb-67,"Baroque Pop, Psychedelic Pop",3.77,1875,,59
52,Helen Merrill with Dick KatzHelen MerrillDick Katz,The Feeling Is Mutual,1967,Vocal Jazz,4,37,,1
53,Don Cherry,Symphony for Improvisers,Aug-67,Free Jazz,3.78,1041,,15
54,The Who,The Who Sell Out,16-Dec-67,"Freakbeat, Mod, Pop Rock",3.71,7876,,233
55,Buffalo Springfield,Buffalo Springfield Again,30-Oct-67,"Folk Rock, Psychedelic Rock",3.75,3824,,101
56,John Coltrane,Kulu Sé Mama,Jan-67,"Free Jazz, Spiritual Jazz",3.76,1623,,18
57,Quarteto Nôvo,Quarteto Nôvo,1967,"Baião, Samba-Jazz",3.78,608,,18
58,Ravi Shankar,The Exotic Sitar and Sarod,1967,Hindustani Classical Music,4.16,NA,NA,NA
59,New York Philharmonic / Leonard Bernstein,Symphony No. 6,1967,"Symphony, Romanticism",3.92,51,,1
60,John Fahey,Volume 5: The Transfiguration of Blind Joe Death,1967,American Primitivism,3.75,2514,,39
61,13th Floor Elevators,Easter Everywhere,25-Oct-67,Psychedelic Rock,3.74,3580,,117
62,Charley Musselwhite,Stand Back! Here Comes Charley Musselwhite's South Side Band,Feb-67,"Electric Blues, Chicago Blues",3.77,323,,12
63,Antônio Carlos Jobim,Wave,Sep-67,Bossa nova,3.74,2931,,56
64,The Mothers of Invention,Absolutely Free,26-May-67,"Experimental Rock, Psychedelic Rock, Jazz-Rock",3.71,6022,,162
65,Columbia Symphonie Orchester / Bruno WalterColumbia Symphony OrchestraBruno Walter,"Sinfonie Nr. 6 F-Dur ""Pastorale""",1967,"Romanticism, Symphony",3.89,44,,1
66,Mississippi John Hurt,The Immortal,1967,"Piedmont Blues, Country Blues",3.78,383,,7
67,Carlos Paredes,Guitarra portuguesa,14-Oct-67,"Portuguese Music, Contemporary Folk",3.76,712,,16
68,Wiener Philharmoniker / Sir Georg Solti / Birgit Nilsson / Regina Resnik / Marie Collier / Tom KrauseWiener PhilharmonikerGeorg SoltiBirgit NilssonRegina ResnikMarie CollierTom Krause,Elektra,1967,"Opera, Romanticism",3.79,85,,1
69,Elizabeth Cotten,Vol. 2: Shake Sugaree,1967,"Acoustic Blues, American Folk Music, Piedmont Blues",3.77,303,,5
